source_system,validation_mode,curve_family,index_family,underlier_name,target_tenor_months,target_tenor_label,target_tenor_years_exact,execution_timestamp_utc,execution_month,effective_date,expiration_date,observed_rate_pct,observed_rate_decimal,notional_usd,swap_format,cpi_lag_months,index_convention,platform_identifier,cleared_flag,dtcc_dissemination_identifier,source_file
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,60,5Y,4.999316,2025-12-12T13:07:19Z,2025-12,2025-12-15,2030-12-15,2.4,0.024,2000000.0,YYIS,3,Year-on-year inflation swap vs USA CPI-U,TWSF,I,1427226835000000101,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,360,30Y,29.998631,2025-12-12T13:31:32Z,2025-12,2025-12-16,2055-12-16,2.4525,0.024525,70000.0,YYIS,3,Year-on-year inflation swap vs USA CPI-U,TWSF,I,1427660311000000601,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,60,5Y,4.999316,2025-12-12T14:45:19Z,2025-12,2025-12-15,2030-12-15,2.4,0.024,1000000.0,YYIS,3,Year-on-year inflation swap vs USA CPI-U,TWSF,I,1428280549000002101,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,120,10Y,9.998631,2025-12-12T14:50:54Z,2025-12,2025-12-16,2035-12-16,2.4565,0.024565,310000.0,YYIS,3,Year-on-year inflation swap vs USA CPI-U,TWSF,I,1428304850000000301,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,60,5Y,4.999316,2025-12-12T14:58:51Z,2025-12,2024-04-15,2029-04-15,2.648,0.02648,230000.0,YYIS,3,Year-on-year inflation swap vs USA CPI-U,TWSF,I,1428342311000000201,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,60,5Y,4.999316,2025-12-12T14:58:51Z,2025-12,2024-04-15,2029-04-15,2.648,0.02648,270000.0,YYIS,3,Year-on-year inflation swap vs USA CPI-U,TWSF,I,1428342312000000301,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,60,5Y,4.999316,2025-12-12T14:58:51Z,2025-12,2024-04-15,2029-04-15,2.53625,0.0253625,920000.0,YYIS,3,Year-on-year inflation swap vs USA CPI-U,TWSF,I,1428342313000000401,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,60,5Y,4.999316,2025-12-12T14:58:51Z,2025-12,2024-04-15,2029-04-15,2.6695,0.026695,230000.0,YYIS,3,Year-on-year inflation swap vs USA CPI-U,TWSF,I,1428342314000000501,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,60,5Y,4.999316,2025-12-12T14:58:51Z,2025-12,2024-04-15,2029-04-15,2.5615,0.025615,1000000.0,YYIS,3,Year-on-year inflation swap vs USA CPI-U,TWSF,I,1428342315000000601,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,60,5Y,4.999316,2025-12-12T14:58:51Z,2025-12,2024-04-15,2029-04-15,2.641,0.02641,4000000.0,YYIS,3,Year-on-year inflation swap vs USA CPI-U,TWSF,I,1428342316000000701,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,60,5Y,4.999316,2025-12-12T14:58:51Z,2025-12,2024-04-15,2029-04-15,2.7235,0.027235,440000.0,YYIS,3,Year-on-year inflation swap vs USA CPI-U,TWSF,I,1428342317000000801,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,60,5Y,4.999316,2025-12-12T14:58:51Z,2025-12,2024-04-15,2029-04-15,2.53125,0.0253125,1000000.0,YYIS,3,Year-on-year inflation swap vs USA CPI-U,TWSF,I,1428342318000000901,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,60,5Y,4.999316,2025-12-12T14:58:51Z,2025-12,2024-04-15,2029-04-15,2.648,0.02648,340000.0,YYIS,3,Year-on-year inflation swap vs USA CPI-U,TWSF,I,1428342319000001001,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,48,4Y,4.0,2025-12-12T14:58:51Z,2025-12,2025-04-09,2029-04-09,2.3964,0.023964,120000.0,YYIS,3,Year-on-year inflation swap vs USA CPI-U,TWSF,I,1428342320000001101,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,60,5Y,4.999316,2025-12-12T14:58:51Z,2025-12,2024-04-15,2029-04-15,2.684,0.02684,2000000.0,YYIS,3,Year-on-year inflation swap vs USA CPI-U,TWSF,I,1428342321000001201,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,60,5Y,4.999316,2025-12-12T14:58:51Z,2025-12,2024-04-15,2029-04-15,2.6695,0.026695,820000.0,YYIS,3,Year-on-year inflation swap vs USA CPI-U,TWSF,I,1428342322000001301,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,60,5Y,4.999316,2025-12-12T14:58:51Z,2025-12,2024-04-15,2029-04-15,2.6875,0.026875,5000000.0,YYIS,3,Year-on-year inflation swap vs USA CPI-U,TWSF,I,1428342323000001401,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,60,5Y,4.999316,2025-12-12T14:58:51Z,2025-12,2024-04-15,2029-04-15,2.685,0.02685,46000.0,YYIS,3,Year-on-year inflation swap vs USA CPI-U,TWSF,I,1428342324000001501,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,60,5Y,4.999316,2025-12-12T14:58:51Z,2025-12,2024-04-15,2029-04-15,2.7235,0.027235,1000000.0,YYIS,3,Year-on-year inflation swap vs USA CPI-U,TWSF,I,1428342325000001601,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,60,5Y,4.999316,2025-12-12T14:58:51Z,2025-12,2024-04-15,2029-04-15,2.6695,0.026695,3000000.0,YYIS,3,Year-on-year inflation swap vs USA CPI-U,TWSF,I,1428342326000001701,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,60,5Y,4.999316,2025-12-12T14:58:51Z,2025-12,2024-04-15,2029-04-15,2.6695,0.026695,330000.0,YYIS,3,Year-on-year inflation swap vs USA CPI-U,TWSF,I,1428342327000001801,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,60,5Y,4.999316,2025-12-12T14:58:51Z,2025-12,2024-04-15,2029-04-15,2.648,0.02648,4000000.0,YYIS,3,Year-on-year inflation swap vs USA CPI-U,TWSF,I,1428342328000001901,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,120,10Y,9.998631,2025-12-12T14:59:26Z,2025-12,2025-12-15,2035-12-15,2.4,0.024,1000000.0,YYIS,3,Year-on-year inflation swap vs USA CPI-U,TWSF,I,1428346374000000501,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,360,30Y,29.998631,2025-12-12T15:20:30Z,2025-12,2025-09-15,2055-09-15,2.4663,0.024663,5000000.0,YYIS,3,Year-on-year inflation swap vs USA CPI-U,TWSF,I,1428468985000001001,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,12,1Y,0.999316,2025-12-12T15:50:20Z,2025-12,2025-12-12,2026-12-12,2.499,0.02499,2000000.0,YYIS,3,Year-on-year inflation swap vs USA CPI-U,TWSF,I,1428688328000001501,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,120,10Y,9.998631,2025-12-12T19:39:15Z,2025-12,2025-12-16,2035-12-16,2.455,0.02455,4000000.0,YYIS,3,Year-on-year inflation swap vs USA CPI-U,TWSF,I,1430405800000000101,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,120,10Y,9.998631,2025-12-12T19:39:39Z,2025-12,2025-12-16,2035-12-16,2.457,0.02457,5000000.0,YYIS,3,Year-on-year inflation swap vs USA CPI-U,GSEF,I,1430407179000000401,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,120,10Y,9.998631,2025-12-12T19:52:18Z,2025-12,2025-12-01,2035-12-01,2.5,0.025,1000000.0,YYIS,3,Year-on-year inflation swap vs USA CPI-U,TWSF,I,1430465415000000701,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,120,10Y,9.998631,2025-12-12T19:52:18Z,2025-12,2025-12-01,2035-12-01,2.5,0.025,1000000.0,YYIS,3,Year-on-year inflation swap vs USA CPI-U,TWSF,I,1430465416000000801,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,60,5Y,4.999316,2025-12-12T20:03:31Z,2025-12,2025-12-01,2030-12-01,2.5,0.025,600000.0,YYIS,3,Year-on-year inflation swap vs USA CPI-U,TWSF,I,1430539461000000401,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,60,5Y,4.999316,2025-12-12T20:03:31Z,2025-12,2025-12-01,2030-12-01,2.5,0.025,1000000.0,YYIS,3,Year-on-year inflation swap vs USA CPI-U,TWSF,I,1430539462000000501,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,60,5Y,4.999316,2025-12-12T20:30:02Z,2025-12,2025-12-11,2030-12-11,2.4235,0.024235,5000000.0,YYIS,3,Year-on-year inflation swap vs USA CPI-U,TWSF,I,1430679882000001101,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,180,15Y,15.000684,2025-12-15T13:45:45Z,2025-12,2025-12-17,2040-12-17,2.4598,0.024598,5000000.0,YYIS,3,Year-on-year inflation swap vs USA CPI-U,TWSF,I,1442939234000001201,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,60,5Y,4.999316,2025-12-15T14:45:39Z,2025-12,2025-12-15,2030-12-15,2.4,0.024,2000000.0,YYIS,3,Year-on-year inflation swap vs USA CPI-U,TWSF,I,1443066364000001301,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,120,10Y,9.998631,2025-12-15T14:47:37Z,2025-12,2025-09-18,2035-09-18,2.549,0.02549,190000.0,YYIS,3,Year-on-year inflation swap vs USA CPI-U,TWSF,I,1443068373000000201,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,120,10Y,9.998631,2025-12-15T14:47:37Z,2025-12,2025-09-03,2035-09-03,2.59329,0.0259329,100000.0,YYIS,3,Year-on-year inflation swap vs USA CPI-U,TWSF,I,1443068374000000301,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,120,10Y,9.998631,2025-12-15T14:47:37Z,2025-12,2025-09-03,2035-09-03,2.59329,0.0259329,360000.0,YYIS,3,Year-on-year inflation swap vs USA CPI-U,TWSF,I,1443068375000000401,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,120,10Y,9.998631,2025-12-15T14:47:37Z,2025-12,2025-09-19,2035-09-19,2.5397,0.025397,200000.0,YYIS,3,Year-on-year inflation swap vs USA CPI-U,TWSF,I,1443068378000000701,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,120,10Y,9.998631,2025-12-15T14:47:37Z,2025-12,2025-09-18,2035-09-18,2.5492,0.025492,70000.0,YYIS,3,Year-on-year inflation swap vs USA CPI-U,TWSF,I,1443068379000000801,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,120,10Y,9.998631,2025-12-15T14:47:37Z,2025-12,2025-08-28,2035-08-28,2.5908,0.025908,510000.0,YYIS,3,Year-on-year inflation swap vs USA CPI-U,TWSF,I,1443068381000001001,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,120,10Y,9.998631,2025-12-15T14:47:37Z,2025-12,2025-09-22,2035-09-22,2.56104,0.0256104,200000.0,YYIS,3,Year-on-year inflation swap vs USA CPI-U,TWSF,I,1443068382000001101,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,120,10Y,9.998631,2025-12-15T14:47:37Z,2025-12,2025-08-01,2035-08-01,2.611,0.02611,1000000.0,YYIS,3,Year-on-year inflation swap vs USA CPI-U,TWSF,I,1443068383000001201,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,120,10Y,9.998631,2025-12-15T14:47:37Z,2025-12,2025-08-27,2035-08-27,2.554,0.02554,2000000.0,YYIS,3,Year-on-year inflation swap vs USA CPI-U,TWSF,I,1443068384000001301,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,120,10Y,9.998631,2025-12-15T14:47:37Z,2025-12,2025-09-18,2035-09-18,2.549,0.02549,190000.0,ZCIS,3,Zero-coupon inflation swap vs USA CPI-U,TWSF,I,1443069019000000101,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,120,10Y,9.998631,2025-12-15T14:47:37Z,2025-12,2025-09-03,2035-09-03,2.59329,0.0259329,100000.0,ZCIS,3,Zero-coupon inflation swap vs USA CPI-U,TWSF,I,1443069028000001001,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,120,10Y,9.998631,2025-12-15T14:47:37Z,2025-12,2025-09-03,2035-09-03,2.59329,0.0259329,360000.0,ZCIS,3,Zero-coupon inflation swap vs USA CPI-U,TWSF,I,1443069515000000701,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,120,10Y,9.998631,2025-12-15T14:47:37Z,2025-12,2025-09-18,2035-09-18,2.5492,0.025492,70000.0,ZCIS,3,Zero-coupon inflation swap vs USA CPI-U,TWSF,I,1443069767000000201,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,120,10Y,9.998631,2025-12-15T14:47:37Z,2025-12,2025-09-19,2035-09-19,2.5397,0.025397,200000.0,ZCIS,3,Zero-coupon inflation swap vs USA CPI-U,TWSF,I,1443069775000001001,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,120,10Y,9.998631,2025-12-15T14:47:37Z,2025-12,2025-08-01,2035-08-01,2.611,0.02611,1000000.0,ZCIS,3,Zero-coupon inflation swap vs USA CPI-U,TWSF,I,1443070190000000101,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,120,10Y,9.998631,2025-12-15T14:47:37Z,2025-12,2025-08-28,2035-08-28,2.5908,0.025908,510000.0,ZCIS,3,Zero-coupon inflation swap vs USA CPI-U,TWSF,I,1443070191000000201,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,120,10Y,9.998631,2025-12-15T14:47:37Z,2025-12,2025-08-27,2035-08-27,2.554,0.02554,2000000.0,ZCIS,3,Zero-coupon inflation swap vs USA CPI-U,TWSF,I,1443070193000000401,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,120,10Y,9.998631,2025-12-15T14:47:37Z,2025-12,2025-09-22,2035-09-22,2.56104,0.0256104,200000.0,ZCIS,3,Zero-coupon inflation swap vs USA CPI-U,TWSF,I,1443070194000000501,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,120,10Y,9.998631,2025-12-15T15:02:10Z,2025-12,2025-12-15,2035-12-15,2.4,0.024,900000.0,YYIS,3,Year-on-year inflation swap vs USA CPI-U,TWSF,I,1443092973000001301,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,120,10Y,9.998631,2025-12-15T15:02:10Z,2025-12,2025-12-15,2035-12-15,2.4,0.024,900000.0,Likely ZCIS,3,Zero-coupon inflation swap vs USA CPI-U,BILT,I,1443093890000000301,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,360,30Y,29.998631,2025-12-15T15:17:51Z,2025-12,2025-12-15,2055-12-15,2.5,0.025,1000000.0,YYIS,3,Year-on-year inflation swap vs USA CPI-U,TWSF,I,1443120051000000801,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,60,5Y,4.999316,2025-12-15T15:17:51Z,2025-12,2025-12-15,2030-12-15,2.5,0.025,4000000.0,YYIS,3,Year-on-year inflation swap vs USA CPI-U,TWSF,I,1443120052000000901,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,120,10Y,9.998631,2025-12-15T15:17:51Z,2025-12,2025-12-15,2035-12-15,2.5,0.025,800000.0,YYIS,3,Year-on-year inflation swap vs USA CPI-U,TWSF,I,1443120053000001001,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,360,30Y,29.998631,2025-12-15T15:18:33Z,2025-12,2025-09-15,2055-09-15,2.463,0.02463,5000000.0,YYIS,3,Year-on-year inflation swap vs USA CPI-U,TWSF,I,1443122124000000201,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,120,10Y,9.998631,2025-12-15T19:31:22Z,2025-12,2025-12-01,2035-12-01,2.5,0.025,1000000.0,YYIS,3,Year-on-year inflation swap vs USA CPI-U,TWSF,I,1445030620000000201,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,120,10Y,9.998631,2025-12-15T19:31:22Z,2025-12,2025-12-01,2035-12-01,2.5,0.025,1000000.0,YYIS,3,Year-on-year inflation swap vs USA CPI-U,TWSF,I,1445030621000000301,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,60,5Y,4.999316,2025-12-15T19:41:03Z,2025-12,2025-12-01,2030-12-01,2.5,0.025,2000000.0,YYIS,3,Year-on-year inflation swap vs USA CPI-U,TWSF,I,1445050388000000201,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,60,5Y,4.999316,2025-12-15T19:41:03Z,2025-12,2025-12-01,2030-12-01,2.5,0.025,1000000.0,YYIS,3,Year-on-year inflation swap vs USA CPI-U,TWSF,I,1445050389000000301,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,360,30Y,29.998631,2025-12-15T19:44:57Z,2025-12,2025-12-17,2055-12-17,2.45,0.0245,2000000.0,YYIS,3,Year-on-year inflation swap vs USA CPI-U,TWSF,I,1445071864000000601,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,24,2Y,1.998631,2025-12-15T20:13:28Z,2025-12,2025-11-25,2027-11-25,2.4905,0.024905,1000000.0,YYIS,3,Year-on-year inflation swap vs USA CPI-U,TWSF,I,1445155307000000301,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,12,1Y,0.999316,2025-12-15T20:59:21Z,2025-12,2025-12-17,2026-12-17,2.35,0.0235,5000000.0,ZCIS,3,Zero-coupon inflation swap vs USA CPI-U,BGCD,I,1445189656000000301,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,12,1Y,0.999316,2025-12-15T20:59:21Z,2025-12,2025-12-17,2026-12-17,2.35,0.0235,5000000.0,ZCIS,3,Zero-coupon inflation swap vs USA CPI-U,BGCD,N,1445189657000000401,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,12,1Y,0.999316,2025-12-15T20:59:21Z,2025-12,2025-12-17,2026-12-17,2.35,0.0235,5000000.0,ZCIS,3,Zero-coupon inflation swap vs USA CPI-U,BGCD,I,1446155233000000101,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,60,5Y,4.999316,2025-12-15T20:59:35Z,2025-12,2024-04-15,2029-04-15,2.685,0.02685,130000.0,YYIS,3,Year-on-year inflation swap vs USA CPI-U,TWSF,I,1445189861000000201,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,24,2Y,1.998631,2025-12-15T20:59:35Z,2025-12,2025-01-29,2027-01-29,2.589,0.02589,3000000.0,YYIS,3,Year-on-year inflation swap vs USA CPI-U,TWSF,I,1445189862000000301,December_CFTC_121744.zip
DTCC_SDR_PUBLIC,TERM_RATE_PARITY,US_CPI_TERM,US CPI-U,USA CPI-U,60,5Y,4.999316,2025-12-15T20:59:35Z,2025-12,2024-04-15,2029-04-15,2.7235,0.027235,260000.0,YYIS,3,Year-on-year inflation swap vs USA CPI-U,TWSF,I,1445189863000000401,December_CFTC_121744.zip
